         40509565 function calls (40497793 primitive calls) in 14.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ltisys.py:1685(StateSpaceDiscrete)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1291(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1383(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1517(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 kdtree.py:266(innernode)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:324(SpawnContext)
        1    0.000    0.000    0.000    0.000 process.py:277(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:291(_MainProcess)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:36(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:185(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:277(NamedPointerType)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:21(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:57(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:85(MedianFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:99(MinFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:184(BLUR)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 cbook.py:36(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:279(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:313(tofloat)
        2    0.000    0.000    0.000    0.000 rcsetup.py:148(deprecate_axes_hold)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1456(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(OneOrMore)
        1    0.000    0.000    0.000    0.000 colors.py:1236(NoNorm)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1611(DataHandler)
        1    0.000    0.000    0.000    0.000 client.py:1411(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1419(InvalidURL)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 ssl.py:215(CertificateError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 artist.py:746(get_clip_path)
        1    0.000    0.000    0.000    0.000 mlab.py:2986(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:3040(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3045(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3050(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:3072(FormatDatetime)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 ticker.py:369(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:408(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1026(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1102(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1122(LogitFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:2719(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:3500(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3523(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3709(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3735(BarAB)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1329(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1352(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1376(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1571(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2596(NonGuiException)
        1    0.000    0.000    0.000    0.000 mathtext.py:1327(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1372(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1441(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1919(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1923(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1931(SsGlue)
        1    0.000    0.000    0.000    0.000 dviread.py:599(Tfm)
        1    0.000    0.000    0.000    0.000 backend_tools.py:262(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:548(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:587(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:407(get_gridspec)
        1    0.000    0.000    0.000    0.000 tz.py:1035(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1207(AnchoredText)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:164(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:178(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 legend_handler.py:565(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:589(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 streamplot.py:209(StreamplotSet)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1189(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 axis.py:622(Ticker)
        1    0.000    0.000    0.000    0.000 scale.py:123(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:130(Log2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:137(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 animation.py:569(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {function _deprecation_datad.__getitem__ at 0x000002DD5B69D488}
        1    0.000    0.000    0.000    0.000 _globals.py:56(_NoValue)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:316(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:207(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:211(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 numeric.py:2992(_unspecified)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 argparse.py:729(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:453(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:461(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:10(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 core.py:168(MaskError)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 inspect.py:2377(_empty)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 decorator.py:48(get_init)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:11(ReentrancyError)
        1    0.000    0.000    0.000    0.000 ltisys.py:977(TransferFunctionDiscrete)
        1    0.000    0.000    0.000    0.000 kdtree.py:261(leafnode)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2161(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 error.py:13(VerificationError)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:469(StructType)
        1    0.000    0.000    0.000    0.000 model.py:473(UnionType)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:113(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(CONTOUR)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:204(DETAIL)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:213(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:222(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:231(EMBOSS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:240(FIND_EDGES)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:258(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:269(SHARPEN)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:496(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:27(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:36(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:96(UnknownFileError)
        1    0.000    0.000    0.000    0.000 cbook.py:585(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:2724(TimeoutError)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 client.py:1416(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1427(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1430(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1451(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1457(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
